?fade;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60
255;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
256;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0
257;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1
259;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0
260;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1
261;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
263;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
264;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0
265;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1
266;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1
267;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
268;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1
269;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1
270;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0
271;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
272;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0
273;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0
274;1;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1
276;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0
277;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0
278;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0
279;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
280;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0
281;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0
282;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0
283;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1
284;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0
285;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1
286;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1
287;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0
288;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1
289;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
290;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0
292;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
293;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
294;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0
295;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0
296;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
297;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
298;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1
299;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1
301;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
302;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1
303;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1
304;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
305;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1
306;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
307;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0
308;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1
309;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0
310;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1
311;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1
312;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0
313;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1
314;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1
315;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1
316;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
318;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1
319;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1
320;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
321;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
322;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1
323;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
324;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0
325;0;1;1;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1
326;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;1
327;1;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1
328;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
329;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0
330;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0
331;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0
332;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0
333;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1
334;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0
335;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1
336;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0
337;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
338;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0
339;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1
340;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
341;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
342;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0
343;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
344;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1
345;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
346;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0
347;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1
348;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
349;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1
351;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0
352;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0
353;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1
354;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
355;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0
356;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1
357;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1
358;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1
360;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0
361;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1
362;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1
363;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1
366;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
367;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0
501;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1
502;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1
503;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1
504;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1
505;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1
506;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0
507;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1
508;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0
509;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1
510;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1
